isoform	mean_tumor_iso_pct_brca	mean_normal_iso_pct_brca	mean_iso_pct_diff_brca	pval_brca	n_samps_brca	padj_brca	mean_tumor_iso_pct_luad	mean_normal_iso_pct_luad	mean_iso_pct_diff_luad	pval_luad	n_samps_luad	padj_luad	mean_tumor_iso_pct_hnscc	mean_normal_iso_pct_hnscc	mean_iso_pct_diff_hnscc	pval_hnscc	n_samps_hnscc	padj_hnscc
ZNF18-1	0.011734129064290484	0.011739348083075297	0.0004225852041671759	0.4640845192088623	111.0	0.6479787865258947	0.011569024259607975	0.009212473065493934	0.0023565511941140405	0.16220663431285753	105.0	0.27446131017403985	0.011136455084862402	0.00896771647623287	0.002225647221316415	0.48220904503166206	42.0	0.6932526812346085
ZNF18-2	0.695649899899454	0.6872575666791944	0.006547389595961175	0.699913291547752	111.0	0.8362079760415868	0.688254404065587	0.6919786437945462	-0.0037242397289592014	0.8667150384321676	105.0	0.904712983749653	0.6922591326293552	0.7294652723999822	-0.03406471738153667	0.20443413315615544	42.0	0.4491026435824053
ZNF18-3	0.2926159710362555	0.3010030852377303	-0.0069699748001283545	0.6825575048781348	111.0	0.8268379530637567	0.300176571674805	0.29880888313995985	0.0013676885348451616	0.9350294918010408	105.0	0.956062875052189	0.29660441228578244	0.26156701112378516	0.03183907016022025	0.19998037067443875	42.0	0.44285197366511103
ZNF180-1	0.44183760665760563	0.4627148978126116	-0.02087729115500603	0.10808903834226287	112.0	0.23101817006348396	0.42679580076688806	0.42131564453284376	0.0024275122791150654	0.8264485717512218	102.0	0.8820155514954341	0.4361693593605539	0.45781531753377963	-0.011984983618297324	0.7432270835741561	36.0	0.8574100154081745
ZNF180-2	0.12971582664962433	0.112416159584619	0.01729966706500535	0.09915245075442876	112.0	0.21771790765656673	0.22085672463991204	0.16622399643678246	0.054197259405387097	6.402235284761433e-05	102.0	0.0003833673823210439	0.22031770879671814	0.18677399038579603	0.030384519590874563	0.2263746938551776	36.0	0.473409985517215
ZNF180-4	0.010125802101103492	0.017322235832513053	-0.007196433731409559	0.07123659671698623	112.0	0.17140958162143713	0.028947068748387456	0.03662554456388046	-0.005493855998696348	0.35536967461652025	102.0	0.48615887186131257	0.08513318988598031	0.08548645950585339	-0.004925029046480995	0.7084200917790859	36.0	0.8429576153787752
ZNF19-1	0.6283745435086879	0.657116526429287	-0.02508978457803038	0.11900225335850174	79.0	0.2452951586026034	0.5912929690702651	0.6424710535403623	-0.037159262450930146	0.045987660116551865	49.0	0.10451740935579969						
ZNF19-2	0.023463535029669597	0.016143743305488196	0.007035435747369029	0.17556577014041042	79.0	0.3317302504645798	0.01981300887391558	0.01744035808683452	0.005437349201105508	0.9928718623167505	49.0	0.994861585487726						
ZNF207-1	0.03354633811290294	0.0393039764026813	-0.005757638289778351	1.8282218287100712e-09	112.0	4.113971993779079e-08	0.04450570855121029	0.03175919726480571	0.012746511286404586	8.794373465004536e-10	105.0	1.871143290426497e-08	0.011111794530950334	0.01174584774079075	-0.0006340532098404167	0.2775513539736494	43.0	0.5295659943840729
ZNF207-2	0.012697908604239957	0.027901720590671863	-0.015203811986431906	7.637258860813883e-10	112.0	2.2126836088413555e-08	0.018154270351986544	0.021147465022813037	-0.0029931946708264935	0.20366443850429428	105.0	0.32955410761212667	0.004815782559793547	0.003661024992081307	0.001154757567712239	0.21423847520737893	43.0	0.462039113632624
ZNF207-3	0.10603357568133424	0.12237871608611801	-0.01634514040478376	0.14681048433187677	112.0	0.2922201052636402	0.06956859928954554	0.04774339490783887	0.021825204381706678	0.004306296317089142	105.0	0.015546196090574517	0.10476375140534774	0.10442161543823085	0.00034213596711687224	0.9018938161978551	43.0	0.9477917203300614
ZNF207-4	0.5770134689566346	0.4727166657505834	0.10429680320605121	2.613055949105999e-15	112.0	6.813543387293893e-13	0.6045101043544299	0.5758013548187791	0.028708749535650637	7.679293305588874e-06	105.0	6.192978472249092e-05	0.6747883827077541	0.6323525731745079	0.04243580953324623	0.05197557184214929	43.0	0.20292227288690518
ZNF212-1	0.9835594464017726	0.9784071832448583	0.005152263156914203	0.15892134067741093	112.0	0.30695362653062885	0.9700285593986511	0.9806286829927572	-0.010600123594105886	0.015284012116838556	105.0	0.042455589213440434	0.9596263394240139	0.9686370999722109	-0.009545860173445048	0.18410154940392476	42.0	0.42743293622605083
ZNF212-2	0.016440553598227426	0.02159281675514163	-0.005152263156914202	0.15892134067741093	112.0	0.30695362653062885	0.029971440601348744	0.019371317007242855	0.010600123594105887	0.015284012116838556	105.0	0.042455589213440434	0.040373660575986146	0.031362900027789055	0.009545860173445034	0.18410154940392476	42.0	0.42743293622605083
